line_number,mode1,value1,mode2,value2,mode3,value3,mode4,value4
59878,65,1,48,1,14,1,36,1
59879,64,1,50,1,40,1,21,0
59880,69,1,25,1,24,1,5,1
59881,3,0,60,1,28,0,0,1
59882,63,0,3,0,65,1,36,0
59883,66,1,38,1,65,1,17,1
59884,27,0,48,0,55,1,38,0
59885,60,1,17,1,65,1,75,0
59886,24,0,17,0,52,0,10,1
59887,2,0,38,0,44,0,8,1
59888,39,1,66,1,27,1,28,1
59889,27,0,41,1,36,0,70,1
59890,4,1,21,1,14,1,64,1
59891,36,1,48,0,76,0,65,1
59892,0,1,42,1,8,0,66,0
59893,27,1,48,0,3,1,17,0
59894,50,1,63,1,41,1,17,1
59895,27,1,21,1,28,1,10,1
59896,26,0,63,0,0,1,24,1
59897,24,0,49,0,42,0,30,1
59898,42,1,48,1,40,1,36,1
59899,49,1,17,1,26,1,25,1
59900,17,1,68,1,28,1,14,1
59901,76,0,62,0,0,1,28,1
59902,8,0,49,1,61,1,64,0
59903,28,1,8,1,54,1,48,1
59904,36,0,54,1,17,1,49,1
59905,17,1,17,1,47,1,9,1
59906,38,1,31,1,36,0,55,0
59907,4,1,62,1,24,1,17,0
59908,48,0,19,1,41,1,10,0
59909,39,0,9,1,48,1,14,1
59910,10,1,64,0,27,1,21,0
59911,59,1,19,1,65,1,55,1
59912,0,1,67,1,24,1,40,1
59913,65,1,39,1,48,1,61,1
59914,36,1,24,1,69,1,14,1
59915,36,1,32,1,27,1,54,1
59916,26,1,8,1,27,1,52,1
59917,20,1,28,1,38,1,3,1
59918,61,0,42,0,17,1,49,0
59919,20,1,9,1,40,1,27,1
59920,53,1,16,1,28,1,0,1
59921,54,1,37,1,44,1,8,1
59922,48,0,27,0,27,1,42,0
59923,66,1,55,1,38,1,36,1
59924,61,0,27,1,20,0,42,0
59925,2,1,31,1,61,1,64,1
59926,15,1,26,1,39,1,27,1
59927,21,1,9,1,27,1,19,1
59928,27,1,31,0,0,1,28,1
59929,27,1,66,1,39,1,25,1
59930,49,0,64,0,27,0,9,1
59931,61,1,66,0,27,0,65,1
59932,23,1,48,1,42,1,64,1
59933,24,1,48,1,42,0,39,1
59934,24,1,46,1,27,1,66,1
59935,32,0,26,1,26,1,64,1
59936,72,0,38,1,40,0,26,1
59937,59,1,42,1,64,1,38,1
59938,49,1,61,1,64,1,38,1
59939,66,1,0,1,38,1,65,1
59940,59,0,54,1,64,1,0,1
59941,17,1,15,1,4,1,17,1
59942,15,1,54,1,28,1,64,1
59943,64,0,31,0,64,1,53,1
59944,48,1,0,1,64,1,17,1
59945,72,0,40,0,27,1,27,1
59946,8,1,20,0,38,1,26,0
59947,59,1,27,1,25,1,65,1
59948,65,1,48,0,64,0,61,0
59949,21,0,17,0,0,0,38,1
59950,48,1,65,0,24,1,27,1
59951,19,1,70,1,27,1,40,1
59952,27,1,60,0,36,0,65,1
59953,27,1,17,1,49,1,1,1
59954,41,0,36,0,2,1,48,0
59955,44,1,27,1,8,1,61,0
59956,40,1,42,0,52,1,53,0
59957,1,1,65,1,48,1,26,1
59958,66,1,37,0,64,0,7,1
59959,10,0,74,1,65,1,40,0
59960,26,0,48,1,40,1,0,1
59961,66,0,3,1,0,0,65,1
59962,16,0,0,1,39,0,55,0
59963,39,1,9,1,23,1,49,0
59964,75,1,0,1,45,1,25,1
59965,69,1,64,0,41,1,27,1
59966,66,0,27,0,40,0,27,1
59967,65,0,44,0,41,0,3,1
59968,28,0,64,0,48,0,3,1
59969,1,1,38,1,60,1,28,1
59970,8,0,1,1,72,1,53,0
59971,64,1,36,0,69,0,27,0
59972,17,1,44,0,64,0,30,1
59973,49,1,9,1,61,1,23,1
59974,39,0,62,0,64,1,65,0
59975,70,1,42,0,28,1,64,1
59976,48,1,38,0,27,1,0,1
59977,52,0,38,1,54,1,27,1
59978,60,0,40,0,27,1,40,0
59979,54,1,64,1,60,1,64,1
59980,44,1,25,0,47,0,28,0
59981,36,0,45,1,17,1,24,1
59982,27,0,39,1,13,1,48,0
59983,60,1,41,0,38,1,40,1
59984,5,1,52,1,27,1,64,1
59985,37,0,48,1,0,1,27,0
59986,64,1,32,1,40,0,38,1
59987,38,1,27,0,76,0,64,0
59988,41,1,62,1,64,1,3,1
59989,58,1,10,1,38,1,36,1
59990,66,0,65,1,41,0,61,1
59991,49,1,10,1,8,1,11,1
59992,41,1,38,1,48,0,4,1
59993,20,1,14,1,0,1,2,1
59994,45,1,41,1,61,0,26,1
59995,49,1,24,1,27,1,39,1
59996,40,0,36,1,0,1,48,1
59997,48,1,54,1,5,1,64,1
59998,48,0,55,0,38,1,19,1
59999,64,1,37,0,10,1,49,1
60000,24,1,55,1,38,1,59,1
60001,40,1,20,1,65,1,3,1
60002,64,0,40,0,44,0,38,1
60003,76,0,38,0,40,1,38,0
60004,0,1,66,0,40,0,42,0
60005,64,1,59,0,24,1,28,1
60006,39,1,48,1,40,1,39,1
60007,47,0,38,1,36,1,42,1
60008,64,1,72,0,41,1,26,1
60009,38,0,66,0,8,1,8,1
60010,64,1,52,1,64,1,64,1
60011,0,1,27,1,72,0,26,0
60012,48,1,65,1,38,1,9,1
60013,66,1,36,0,40,0,64,1
60014,27,1,66,1,27,1,25,1
60015,74,0,26,1,64,1,19,1
60016,36,1,40,1,72,1,65,1
60017,27,0,17,1,49,0,23,1
60018,24,1,27,1,66,1,38,1
60019,55,1,48,1,65,1,28,1
60020,17,1,25,1,65,1,72,1
60021,66,0,0,1,40,1,28,0
60022,66,0,55,1,37,0,0,1
60023,45,1,28,1,42,1,17,1
60024,41,1,17,1,49,0,26,0
60025,64,0,32,0,28,0,25,1
60026,66,0,40,1,17,1,40,0
60027,27,1,70,1,24,1,65,1
60028,67,0,40,0,28,0,40,1
60029,72,1,38,1,8,1,27,1
60030,38,1,27,1,47,0,61,1
60031,17,1,59,1,38,1,27,1
60032,44,0,10,1,27,1,53,0
60033,65,1,55,1,48,0,28,0
60034,27,1,27,0,17,1,48,0
60035,76,0,23,1,24,1,40,1
60036,66,1,65,1,27,1,64,1
60037,66,0,27,0,0,1,53,0
60038,0,1,66,1,0,1,38,1
60039,48,1,40,1,64,0,17,1
60040,0,1,60,0,27,0,46,0
60041,60,1,64,1,65,1,65,0
60042,27,1,67,1,23,1,9,1
60043,65,0,38,0,61,0,20,0
60044,36,1,63,0,41,1,25,1
60045,27,1,49,1,12,1,23,1
60046,66,1,17,1,23,0,24,1
60047,17,1,48,1,65,1,61,1
60048,44,1,27,1,39,0,53,1
60049,59,0,64,0,38,0,27,1
60050,76,0,27,0,65,0,64,1
60051,15,1,26,1,17,1,39,1
60052,5,1,5,1,66,1,42,1
60053,44,1,40,1,26,1,27,1
60054,32,1,3,1,17,1,42,1
60055,64,1,21,1,23,1,36,1
60056,12,1,36,1,38,1,52,1
60057,64,1,62,1,27,1,25,1
60058,45,0,61,0,38,0,26,1
60059,14,1,0,1,76,0,40,1
60060,45,0,28,0,27,0,17,1
60061,65,1,66,1,27,1,27,1
60062,36,1,64,1,66,1,17,1
60063,24,1,74,1,26,1,65,1
60064,41,1,27,1,70,1,40,1
60065,44,1,36,1,36,1,76,0
60066,65,1,53,1,42,1,49,1
60067,10,1,66,1,24,1,38,1
60068,67,0,36,1,64,1,39,0
60069,3,1,74,0,27,1,5,1
60070,36,1,27,1,17,1,66,1
60071,28,1,27,1,48,1,16,1
60072,41,1,36,1,65,1,69,1
60073,8,1,38,1,74,0,36,1
60074,44,1,25,1,23,1,42,1
60075,31,0,23,1,0,1,64,1
60076,8,0,69,0,28,1,25,0
60077,52,1,61,1,39,0,40,0
60078,74,1,37,1,23,1,39,1
60079,48,1,40,1,64,1,38,1
60080,65,0,66,0,41,0,38,0
60081,19,1,24,1,66,1,17,1
60082,48,1,28,1,64,1,17,1
60083,0,1,38,1,72,0,3,1
60084,17,1,66,1,27,0,28,1
60085,62,1,24,1,38,1,76,0
60086,74,0,17,1,27,0,19,1
60087,66,1,38,0,17,1,40,1
60088,61,0,49,1,27,1,27,1
60089,59,0,17,1,65,1,27,1
60090,47,1,40,1,10,1,64,1
60091,36,1,20,0,38,1,13,1
60092,24,1,27,1,72,1,65,1
60093,49,1,25,1,64,1,64,1
60094,65,1,45,1,9,1,14,1
60095,32,1,27,1,51,1,23,1
60096,26,1,72,1,27,1,38,1
60097,64,1,48,1,64,1,38,1
60098,26,1,64,1,17,1,52,0
60099,0,1,74,0,27,0,53,1
60100,64,1,10,0,52,1,17,1
60101,36,1,49,1,26,1,40,1
60102,38,1,36,1,66,1,27,1
60103,26,1,49,0,27,0,8,1
60104,49,1,27,1,64,0,64,1
60105,40,1,66,1,27,1,0,1
60106,49,0,27,0,24,0,61,1
60107,64,1,65,1,25,1,48,1
60108,64,1,48,1,25,1,23,1
60109,63,1,65,1,25,1,23,1
60110,66,0,38,0,64,1,40,0
60111,8,1,73,1,66,1,41,1
60112,68,0,27,0,40,0,0,1
60113,23,1,25,1,66,1,38,0
60114,5,1,48,1,40,0,65,1
60115,27,1,27,1,39,0,66,1
60116,27,1,66,0,41,1,61,1
60117,28,0,49,1,53,0,65,0
60118,41,1,36,1,65,1,69,1
60119,27,1,53,1,48,1,17,1
60120,74,0,64,0,17,0,24,1
60121,59,1,26,1,38,1,36,0
60122,36,1,66,1,65,1,17,1
60123,38,1,70,1,61,1,64,1
60124,65,0,52,1,61,1,28,1
60125,39,0,48,1,23,0,40,0
60126,39,0,63,0,0,0,9,1
60127,9,1,40,0,45,1,64,1
60128,27,0,45,0,9,0,26,1
60129,49,1,26,1,1,1,36,1
60130,5,1,68,1,53,0,8,1
60131,62,0,27,0,40,0,50,1
60132,40,1,74,0,64,1,36,1
60133,48,1,43,0,54,0,27,1
60134,49,1,17,1,53,1,10,1
60135,27,1,20,1,40,1,40,0
60136,48,1,39,1,40,1,27,1
60137,63,0,8,1,64,1,64,1
60138,20,1,24,1,65,1,26,1
60139,7,1,48,1,65,1,27,1
60140,14,1,38,1,27,1,66,1
60141,48,0,24,0,65,0,25,1
60142,66,1,39,1,65,1,65,1
60143,49,1,0,1,39,0,76,0
60144,48,1,64,0,41,1,25,1
60145,42,1,59,0,38,1,17,1
60146,35,1,27,1,64,0,36,1
60147,76,0,62,1,65,0,40,0
60148,32,0,12,1,65,1,55,1
60149,41,1,48,1,0,1,64,1
60150,62,1,25,1,47,0,0,1
60151,27,0,54,1,49,0,17,0
60152,64,1,48,1,38,0,27,1
60153,40,1,2,1,41,1,15,0
60154,10,1,41,1,59,0,0,0
60155,36,0,0,1,31,0,57,0
60156,72,0,36,1,64,0,54,1
60157,49,1,40,1,0,1,65,1
60158,49,1,65,1,64,1,17,1
60159,0,1,54,1,48,1,54,1
60160,74,0,27,0,1,1,17,0
60161,5,1,25,0,68,0,43,0
60162,65,0,37,1,42,0,67,0
60163,76,0,65,1,65,1,40,1
60164,26,1,9,1,19,1,59,1
60165,45,0,38,1,36,1,40,1
60166,44,1,61,1,14,0,24,0
60167,75,0,14,1,36,1,60,0
60168,5,1,70,1,41,1,53,1
60169,28,0,40,1,66,0,65,1
60170,17,0,9,1,20,0,64,0
60171,37,1,38,1,66,1,17,1
60172,5,1,53,1,36,1,60,1
60173,48,1,40,1,38,1,28,1
60174,26,1,31,0,26,1,64,1
60175,65,0,75,1,17,1,27,1
60176,74,0,28,1,27,1,0,1
60177,40,1,49,1,64,1,27,1
60178,59,0,17,1,65,1,23,1
60179,28,1,56,1,44,1,8,1
60180,74,0,65,1,37,0,29,0
60181,72,1,38,1,38,1,17,1
60182,70,0,38,0,36,0,37,1
60183,36,1,66,0,41,1,40,0
60184,7,1,39,0,59,0,14,1
60185,8,0,30,0,66,1,1,0
60186,66,1,40,1,8,1,40,1
60187,38,0,66,0,0,1,64,1
60188,49,0,17,1,28,1,27,0
60189,21,0,36,1,26,1,38,1
60190,41,0,48,1,47,1,27,1
60191,37,0,2,0,15,0,64,0
60192,47,1,0,1,74,1,28,1
60193,69,0,0,1,39,0,1,0
60194,0,1,60,0,27,0,27,0
60195,68,1,28,1,65,1,65,1
60196,48,1,38,1,41,1,53,1
60197,5,1,28,0,41,0,66,0
60198,27,0,48,0,10,1,64,1
60199,20,1,64,1,0,1,4,1
60200,27,1,20,1,42,1,9,1
60201,26,1,48,0,27,0,19,1
60202,49,1,64,1,42,1,40,1
60203,45,0,40,0,65,0,26,1
60204,48,1,8,1,1,1,38,1
60205,65,0,66,0,27,0,64,0
60206,61,0,48,0,40,0,8,1
60207,66,1,65,1,36,1,36,1
60208,0,1,66,0,24,1,27,1
60209,59,1,64,1,61,1,17,1
60210,45,0,5,1,40,1,53,1
60211,64,1,49,1,53,1,64,1
60212,72,1,17,1,36,1,40,1
60213,28,0,75,1,64,1,27,0
60214,48,1,27,1,34,1,0,1
60215,65,0,65,0,70,0,61,0
60216,49,1,10,1,54,1,65,1
60217,66,0,27,0,65,1,27,0
60218,40,0,65,0,0,1,69,0
60219,17,1,44,1,17,1,36,1
60220,76,0,27,1,45,0,37,0
60221,64,0,66,1,0,1,5,1
60222,49,1,65,1,42,1,64,1
60223,20,1,17,1,53,1,37,0
60224,24,0,48,0,27,0,0,1
60225,38,1,41,1,21,1,51,1
60226,28,1,66,1,65,1,14,1
60227,7,1,67,1,40,0,17,1
60228,65,1,60,1,27,1,55,1
60229,5,0,64,1,49,0,25,1
60230,15,1,39,0,4,1,36,1
60231,48,0,64,1,64,1,36,0
60232,36,1,64,1,68,1,0,1
60233,36,0,59,0,64,1,65,0
60234,58,0,26,1,64,1,27,1
60235,63,0,17,1,28,0,27,0
60236,40,1,49,1,36,1,26,1
60237,47,0,10,1,64,0,8,1
60238,69,1,0,0,27,0,64,0
60239,48,0,4,0,0,1,65,0
60240,20,1,1,1,38,1,17,1
60241,47,1,64,1,65,0,27,1
60242,40,1,24,1,31,1,9,1
60243,37,0,59,1,27,0,39,0
60244,65,1,48,1,25,1,40,1
60245,38,1,25,1,66,1,14,1
60246,58,1,17,1,39,1,3,1
60247,76,0,23,1,27,1,0,1
60248,72,1,27,1,64,1,53,1
60249,48,1,64,1,64,1,40,1
60250,66,1,40,1,17,1,38,1
60251,61,0,40,0,48,0,0,1
60252,44,0,27,1,40,1,8,0
60253,8,1,48,1,9,1,40,1
60254,62,1,27,1,17,1,25,1
60255,9,1,64,1,58,1,17,1
60256,65,1,48,0,28,0,8,1
60257,65,1,48,1,42,0,64,0
60258,27,1,62,1,64,1,36,1
60259,17,1,65,0,66,0,65,0
60260,49,1,38,1,26,1,61,0
60261,58,0,28,1,27,1,10,0
60262,21,1,40,1,27,1,29,1
60263,14,1,48,1,10,0,36,1
60264,48,0,23,0,26,1,64,0
60265,10,1,44,1,0,1,65,0
60266,70,1,27,1,39,1,17,1
60267,38,1,38,0,74,1,39,1
60268,8,0,48,1,12,0,64,0
60269,27,0,66,1,40,0,0,0
60270,52,1,9,1,0,0,10,1
60271,12,1,36,1,28,1,63,1
60272,48,1,64,0,40,0,38,1
60273,36,1,21,1,38,1,4,1
60274,48,1,17,1,65,1,39,1
60275,64,0,62,0,5,1,75,1
60276,17,1,42,1,48,1,42,0
60277,55,1,66,0,28,0,65,1
60278,48,0,14,1,27,1,41,1
60279,74,0,54,1,64,0,36,1
60280,27,1,48,1,64,1,40,1
60281,48,1,0,1,28,1,8,1
60282,36,1,42,0,59,1,65,1
60283,0,0,60,1,37,0,26,0
60284,66,1,37,1,24,1,24,1
60285,65,1,65,1,27,1,66,1
60286,20,1,65,1,64,1,61,1
60287,41,1,44,1,26,1,27,1
60288,60,1,38,1,22,1,36,1
60289,26,1,38,1,64,1,60,1
60290,10,1,20,1,19,1,17,1
60291,36,1,76,0,65,1,40,0
60292,65,1,76,0,24,1,28,1
60293,64,1,23,1,66,1,40,1
60294,38,0,66,1,23,1,17,1
60295,21,1,26,1,27,1,0,1
60296,20,1,10,1,54,0,37,0
60297,19,1,65,1,26,1,48,1
60298,66,1,64,1,40,0,24,1
60299,74,0,17,1,26,0,38,0
60300,3,1,65,1,21,1,38,1
60301,70,1,0,0,38,0,27,0
60302,2,1,63,1,40,1,41,1
60303,28,1,48,1,16,1,64,1
60304,0,1,9,1,27,1,49,1
60305,72,0,27,0,39,1,38,0
60306,61,1,75,1,40,1,41,1
60307,38,1,63,0,38,1,14,1
60308,49,1,65,1,53,1,17,1
60309,5,0,48,0,3,1,23,0
60310,26,1,0,1,21,1,36,1
60311,49,1,36,1,23,1,10,1
60312,36,1,49,1,17,1,27,1
60313,64,1,66,1,54,1,14,1
60314,10,1,49,1,42,1,39,1
60315,65,1,48,0,26,0,8,1
60316,60,1,65,1,9,1,24,0
60317,32,1,40,1,9,1,27,1
60318,47,0,48,1,36,0,27,0
60319,62,1,64,1,27,1,17,1
60320,28,1,70,1,65,1,19,1
60321,27,1,72,1,8,1,38,0
60322,38,0,48,0,28,0,0,1
60323,27,0,10,1,15,1,64,1
60324,0,1,24,0,26,1,48,0
60325,36,1,72,1,27,1,39,1
60326,72,0,64,0,27,1,7,0
60327,13,1,21,0,61,0,38,1
60328,26,1,61,1,0,1,49,1
60329,45,0,37,0,26,1,27,1
60330,0,1,25,1,59,1,65,0
60331,17,1,49,0,65,0,27,0
60332,49,0,38,0,38,1,64,0
60333,39,1,10,1,14,1,59,1
60334,49,1,64,0,17,1,24,1
60335,38,1,28,1,44,1,64,1
60336,61,1,61,1,49,1,7,1
60337,17,0,31,1,17,0,4,0
60338,59,0,53,1,0,1,36,1
60339,24,1,66,1,9,1,24,1
60340,28,0,64,1,74,0,28,0
60341,69,1,17,1,38,1,8,1
60342,41,1,48,1,40,0,12,1
60343,41,1,66,1,37,0,61,0
60344,38,0,54,1,20,0,40,0
60345,37,1,27,1,72,1,64,1
60346,36,1,45,1,26,1,38,1
60347,27,1,76,0,27,1,38,1
60348,17,1,66,1,0,1,64,0
60349,38,1,65,1,44,0,26,1
60350,60,1,17,0,27,1,27,1
60351,65,0,60,1,27,1,24,1
60352,40,1,66,1,38,1,24,1
60353,60,0,61,1,65,1,24,0
60354,8,1,55,0,44,0,10,1
60355,49,1,0,1,28,1,3,1
60356,36,1,26,1,17,1,49,1
60357,21,1,40,1,27,1,10,1
60358,45,1,17,0,27,1,40,0
60359,54,1,66,1,24,1,24,1
60360,26,1,33,1,5,1,40,1
60361,49,1,64,1,64,1,55,1
60362,66,1,27,1,8,1,14,1
60363,48,1,10,1,40,1,0,1
60364,49,0,12,0,24,0,4,1
60365,26,1,48,1,27,1,14,1
60366,49,1,0,1,47,1,26,1
60367,45,0,19,0,54,0,27,0
60368,27,1,66,1,27,0,17,0
60369,62,1,13,1,40,0,36,0
60370,30,1,63,1,64,1,38,1
60371,48,1,64,1,65,1,65,1
60372,37,1,48,1,27,1,27,1
60373,74,0,38,1,7,1,3,1
60374,48,0,41,0,25,1,17,0
60375,40,1,20,1,38,1,3,1
60376,63,1,40,1,51,1,23,1
60377,65,1,38,1,10,1,66,1
60378,27,1,21,0,64,1,2,1
60379,38,1,27,1,66,1,4,1
60380,14,1,65,0,10,1,49,1
60381,59,0,65,1,57,1,38,1
60382,54,1,7,1,48,1,65,1
60383,28,1,12,1,28,1,60,1
60384,20,1,64,1,42,1,25,1
60385,20,1,64,1,25,1,41,1
60386,48,1,47,1,25,0,8,1
60387,68,1,7,1,23,1,25,1
60388,14,1,49,1,64,1,64,1
60389,49,0,8,1,40,0,64,1
60390,17,1,64,1,60,1,27,1
60391,42,1,66,0,0,0,39,0
60392,28,1,65,1,40,0,60,0
60393,64,1,67,1,36,1,40,1
60394,60,1,65,1,26,1,64,1
60395,20,0,75,1,41,0,40,0
60396,27,1,17,1,19,1,74,0
60397,27,1,48,1,41,1,26,1
60398,48,1,42,1,13,1,5,1
60399,48,0,38,0,65,1,26,1
60400,27,0,0,1,65,1,66,0
60401,53,0,0,0,28,1,49,0
60402,74,0,17,1,0,1,40,1
60403,62,1,0,1,38,0,64,0
60404,27,1,58,1,9,1,41,1
60405,72,1,27,1,28,1,65,1
60406,17,1,48,1,41,1,26,1
60407,48,0,39,0,38,1,27,0
60408,47,0,64,0,36,0,8,0
60409,13,1,20,0,23,0,25,1
60410,63,0,38,1,65,1,37,1
60411,23,1,40,1,54,1,60,1
60412,38,1,64,1,40,0,48,1
60413,36,1,66,0,28,1,40,1
60414,66,1,27,1,24,1,64,1
60415,64,0,54,1,48,1,5,0
60416,76,0,27,1,7,0,24,1
60417,72,0,27,1,27,1,64,1
60418,26,0,63,0,1,1,64,1
60419,15,1,23,1,27,1,46,1
60420,65,1,48,1,61,1,65,1
60421,49,1,38,1,27,1,61,0
60422,55,0,27,0,63,0,64,1
60423,17,1,17,1,20,1,8,1
60424,26,0,48,0,65,1,53,0
60425,10,1,48,1,27,1,38,1
60426,65,0,27,0,3,0,52,0
60427,65,1,76,0,8,1,65,0
60428,64,1,17,1,37,1,48,1
60429,48,0,64,1,41,0,4,1
60430,22,1,38,1,38,1,48,1
60431,16,1,55,1,64,1,65,1
60432,44,1,53,1,40,1,0,1
60433,49,1,64,1,23,1,38,1
60434,64,1,76,0,53,0,27,0
60435,38,1,65,0,66,0,28,0
60436,5,1,64,1,64,1,48,1
60437,9,1,72,1,27,1,27,1
60438,52,0,65,1,2,1,28,0
60439,28,0,36,0,49,1,9,1
60440,64,0,76,0,64,1,38,1
60441,64,1,37,0,74,0,27,1
60442,0,1,54,1,0,1,21,1
60443,48,1,12,1,39,0,38,1
60444,60,1,65,1,37,1,27,1
60445,42,0,76,0,63,1,0,1
60446,17,1,48,1,27,1,38,1
60447,39,1,63,1,0,1,65,1
60448,27,1,63,1,41,1,55,1
60449,40,1,74,0,36,1,38,1
60450,58,1,16,1,26,1,22,1
60451,8,1,48,1,28,1,27,1
60452,69,1,41,1,27,1,40,1
60453,66,1,53,1,41,1,23,1
60454,47,1,27,1,56,1,41,0
60455,27,1,48,1,40,1,54,1
60456,48,1,65,0,1,0,40,0
60457,40,1,48,0,40,0,17,1
60458,26,0,65,1,76,0,17,1
60459,47,1,54,1,48,1,64,1
60460,5,1,48,1,55,1,53,1
60461,38,1,75,1,63,0,28,1
60462,14,1,48,1,55,0,27,1
60463,42,1,27,1,48,1,7,1
60464,27,1,60,1,0,1,28,1
60465,40,1,49,0,38,0,61,1
60466,40,0,48,1,40,1,17,1
60467,44,0,41,1,53,0,54,1
60468,76,0,38,1,61,1,38,1
60469,65,0,48,1,12,0,64,0
60470,66,0,64,0,19,1,40,1
60471,38,0,36,0,59,1,64,1
60472,69,1,5,1,27,1,17,1
60473,63,0,71,0,38,0,0,1
60474,28,1,27,1,0,1,20,1
60475,64,1,27,1,5,1,31,1
60476,59,0,17,1,13,1,28,1
60477,74,0,64,1,38,1,27,1
60478,64,1,49,1,28,1,0,1
60479,41,1,48,1,3,1,8,1
60480,49,1,12,0,37,0,42,1
60481,38,1,20,1,43,1,26,1
60482,21,0,27,1,10,1,38,1
60483,48,1,38,1,54,1,38,1
60484,48,1,17,1,41,1,10,1
60485,24,0,66,0,0,1,25,0
60486,49,1,10,1,65,0,27,1
60487,0,0,67,1,25,1,42,0
60488,2,1,20,0,0,1,14,0
60489,59,0,23,0,5,1,38,0
60490,21,1,8,1,26,1,36,1
60491,67,1,65,1,64,1,27,1
60492,26,0,24,0,65,1,49,1
60493,39,0,27,0,63,0,40,1
60494,20,1,38,1,53,1,27,1
60495,9,1,16,1,66,1,0,1
60496,33,0,27,1,26,1,40,0
60497,58,1,27,1,42,1,75,1
60498,66,0,40,1,41,1,40,1
60499,27,0,2,1,64,1,49,1
60500,48,1,42,0,40,0,28,0
60501,61,0,72,1,40,1,41,1
60502,21,1,61,1,13,1,64,1
60503,42,0,27,0,49,1,27,0
60504,59,0,40,1,28,1,1,1
60505,44,0,23,1,38,1,38,0
60506,40,0,49,1,65,1,27,1
60507,27,1,59,0,2,1,38,1
60508,27,1,7,1,17,1,66,1
60509,36,0,48,1,24,0,38,0
60510,0,0,27,0,48,0,10,1
60511,49,1,65,1,37,0,3,1
60512,52,0,29,0,55,1,65,0
60513,17,1,31,0,14,1,3,0
60514,23,1,17,1,70,1,17,1
60515,40,1,40,1,74,1,38,1
60516,27,1,61,1,9,1,32,0
60517,25,1,40,1,0,1,48,1
60518,65,0,66,1,19,0,27,1
60519,49,0,46,1,64,1,64,1
60520,0,0,13,0,38,1,44,0
60521,40,1,49,1,1,1,28,1
60522,48,1,65,1,40,1,61,1
60523,61,1,38,1,59,1,27,1
60524,48,1,17,1,36,1,41,0
60525,63,1,65,1,42,1,26,1
60526,66,1,36,1,54,1,5,1
60527,28,1,2,1,0,1,45,0
60528,69,0,9,1,39,0,64,1
60529,28,0,48,1,11,1,0,1
60530,27,1,0,1,8,1,48,1
60531,60,1,42,1,38,1,38,1
60532,27,1,66,1,27,1,17,1
60533,20,1,27,1,36,1,28,1
60534,49,1,27,1,36,0,42,0
60535,21,0,23,1,38,1,25,1
60536,48,0,41,1,64,1,26,0
60537,70,1,65,1,26,1,64,1
60538,48,1,7,1,28,1,55,1
60539,64,0,60,0,38,0,53,1
60540,27,1,65,0,49,1,17,1
60541,72,1,27,1,41,1,27,1
60542,73,1,27,1,9,1,15,1
60543,44,0,7,1,27,0,25,0
60544,26,1,44,1,26,1,14,1
60545,11,1,72,1,14,0,38,0
60546,66,1,36,1,64,1,64,1
60547,62,1,17,1,65,1,38,1
60548,52,1,10,1,27,1,36,1
60549,31,1,61,1,61,1,0,1
60550,31,1,25,1,23,0,25,0
60551,72,1,65,1,40,1,38,0
60552,66,0,0,1,27,1,25,1
60553,48,1,24,1,38,1,27,1
60554,0,1,66,0,27,0,26,0
60555,48,1,0,0,38,0,27,0
60556,36,1,26,1,0,1,63,0
60557,36,0,27,1,48,0,36,1
60558,49,1,28,1,65,1,54,1
60559,66,0,38,0,41,1,54,1
60560,36,1,76,0,36,1,50,1
60561,48,1,27,0,27,0,7,0
60562,49,1,17,1,65,1,64,0
60563,60,1,65,0,36,1,65,0
60564,45,1,0,1,0,1,26,1
60565,15,1,27,1,27,1,17,1
60566,38,1,48,1,17,1,38,0
60567,64,0,21,0,40,1,27,0
60568,40,1,40,1,19,1,49,1
60569,40,0,49,1,17,1,64,1
60570,38,1,17,1,26,1,63,1
60571,23,1,2,1,48,0,41,0
60572,3,0,66,0,38,0,0,1
60573,28,1,41,1,41,1,76,0
60574,49,1,27,1,3,1,5,1
60575,48,1,61,0,27,1,0,1
60576,59,1,3,1,64,1,0,1
60577,64,1,44,0,76,0,27,1
60578,38,1,55,1,41,1,74,0
60579,38,1,44,1,36,1,54,1
60580,63,1,38,1,9,1,41,1
60581,59,1,8,1,40,1,26,1
60582,21,0,40,0,17,1,26,1
60583,5,0,17,0,66,0,0,1
60584,27,0,40,0,65,1,44,1
60585,65,1,48,1,8,1,37,1
60586,27,0,49,0,75,0,0,1
60587,27,1,48,0,26,0,17,1
60588,17,1,60,1,36,1,27,1
60589,76,0,0,1,19,0,27,0
60590,39,1,76,0,65,0,23,0
60591,9,1,0,1,49,1,64,1
60592,21,1,26,1,40,1,42,1
60593,20,0,28,0,55,0,5,1
60594,53,1,41,1,20,1,27,1
60595,70,1,38,0,41,1,17,1
60596,32,0,17,1,42,0,53,0
60597,40,1,48,1,0,1,23,0
60598,31,1,17,1,40,0,2,1
60599,72,1,24,0,17,1,27,0
60600,27,1,63,1,8,1,55,1
60601,65,1,51,1,64,1,20,0
60602,17,1,38,1,47,1,66,0
60603,64,1,17,1,42,0,49,1
60604,44,1,40,1,26,1,0,1
60605,49,1,65,1,55,1,27,1
60606,42,1,28,1,49,1,27,1
60607,36,1,36,1,48,1,39,1
60608,62,0,27,1,10,1,24,1
60609,72,1,9,1,37,1,28,1
60610,40,1,38,1,17,1,76,0
60611,72,0,64,1,38,1,14,1
60612,25,1,49,1,39,1,12,1
