line_number,mode1,value1,mode2,value2,mode3,value3,mode4,value4
11575,69,1,27,1,24,1,0,1
11576,36,1,10,1,60,1,38,1
11577,3,1,15,1,40,0,27,0
11578,64,1,40,1,45,1,17,1
11579,59,0,14,1,54,0,38,0
11580,48,1,27,1,42,1,9,1
11581,17,1,32,1,34,1,28,1
11582,62,1,28,1,26,1,1,1
11583,66,1,23,1,65,1,27,1
11584,49,0,28,0,26,1,65,1
11585,60,0,17,1,38,1,10,0
11586,10,1,5,1,3,1,21,1
11587,49,1,38,1,3,1,65,0
11588,60,0,28,0,27,1,42,1
11589,66,1,17,1,36,1,53,1
11590,26,0,76,0,24,1,65,1
11591,31,1,51,1,36,1,40,1
11592,65,0,36,0,60,0,26,1
11593,0,1,64,1,48,1,65,1
11594,44,1,27,1,64,0,28,1
11595,64,1,48,1,8,1,27,1
11596,59,1,27,1,41,0,26,1
11597,49,1,65,0,2,1,5,1
11598,0,1,60,1,36,1,27,1
11599,49,0,38,0,0,1,3,0
11600,49,1,54,1,0,1,65,1
11601,65,0,48,0,28,1,0,0
11602,28,0,8,0,64,0,48,1
11603,49,1,40,1,17,0,37,0
11604,38,1,49,1,26,1,17,1
11605,38,1,59,0,40,0,0,1
11606,63,1,8,1,12,1,25,1
11607,32,1,27,1,2,1,38,0
11608,66,1,64,1,3,1,7,1
11609,40,1,66,1,36,1,64,1
11610,15,1,23,1,40,1,24,1
11611,52,1,65,0,40,1,55,1
11612,65,0,49,0,38,0,25,1
11613,48,1,27,1,17,1,0,1
11614,61,1,38,1,15,1,55,1
11615,20,0,23,1,9,1,40,0
11616,64,1,48,1,27,1,26,1
11617,69,1,40,1,40,1,28,1
11618,40,1,54,0,64,1,49,1
11619,48,0,28,0,8,1,16,0
11620,24,0,45,0,55,0,27,1
11621,64,0,13,0,49,1,27,1
11622,8,1,48,1,38,1,40,0
11623,64,1,40,1,36,0,48,1
11624,39,1,26,0,44,0,40,0
11625,76,0,52,1,40,1,14,1
11626,8,1,44,0,64,1,25,0
11627,48,1,64,1,40,1,40,1
11628,63,1,9,0,7,0,26,0
11629,0,1,76,0,41,0,53,0
11630,76,0,38,1,64,1,27,0
11631,23,1,63,1,38,1,64,1
11632,64,1,17,1,74,0,65,1
11633,26,1,49,1,24,1,64,0
11634,0,1,66,0,28,0,40,1
11635,21,1,41,1,61,1,36,1
11636,49,1,11,1,27,1,24,1
11637,20,1,8,0,38,1,40,0
11638,24,1,27,1,20,1,30,1
11639,9,0,45,0,38,1,65,1
11640,14,1,60,1,64,1,27,1
11641,59,1,38,0,40,1,37,0
11642,48,1,26,1,41,0,40,0
11643,65,1,59,1,41,1,28,1
11644,48,1,25,1,0,1,28,1
11645,64,1,27,0,65,0,66,0
11646,27,0,66,0,27,1,0,1
11647,66,1,25,1,13,1,27,1
11648,28,1,64,1,60,1,17,1
11649,8,1,74,1,0,1,55,1
11650,38,1,20,1,40,0,65,0
11651,14,1,26,1,70,1,41,1
11652,27,0,21,0,53,1,36,0
11653,0,1,9,1,54,0,31,0
11654,25,1,49,1,36,1,40,1
11655,49,1,24,1,61,0,28,0
11656,27,1,40,1,40,1,69,1
11657,55,1,37,0,62,0,17,1
11658,17,1,0,1,49,1,26,1
11659,38,1,53,1,64,0,70,1
11660,64,1,58,1,40,1,61,1
11661,36,1,0,1,41,1,48,1
11662,20,1,64,1,26,1,39,1
11663,64,1,69,1,17,1,64,1
11664,74,1,27,1,8,1,9,1
11665,38,1,60,1,41,1,54,1
11666,64,1,62,1,55,1,64,1
11667,65,1,45,1,9,1,14,1
11668,0,1,26,1,66,1,41,1
11669,0,1,52,1,0,1,8,1
11670,14,1,69,1,40,1,36,1
11671,75,1,27,1,36,1,0,1
11672,38,1,48,1,64,1,17,1
11673,23,0,0,1,66,0,3,0
11674,40,0,63,0,38,1,64,0
11675,64,1,65,1,42,0,48,1
11676,22,1,49,1,64,1,19,1
11677,24,0,62,0,17,0,23,1
11678,28,1,44,1,64,1,61,1
11679,27,0,64,0,17,1,59,0
11680,7,1,59,1,26,1,41,1
11681,75,1,66,1,27,1,0,1
11682,48,0,27,1,42,0,37,0
11683,65,1,66,0,24,0,27,0
11684,33,0,25,1,27,1,36,1
11685,65,0,38,1,33,1,76,0
11686,65,0,64,1,66,1,5,1
11687,49,1,10,0,24,1,42,1
11688,40,1,7,1,27,1,59,0
11689,20,1,10,1,61,1,38,1
11690,49,0,2,1,64,1,23,1
11691,40,0,26,0,61,1,15,1
11692,44,1,40,1,28,1,40,1
11693,38,1,17,1,44,1,28,1
11694,66,0,26,0,65,0,8,1
11695,41,1,25,0,40,1,48,0
11696,64,1,49,1,0,1,28,0
11697,21,1,9,1,41,1,53,1
11698,65,0,27,0,72,1,27,0
11699,76,0,64,1,17,1,65,0
11700,59,1,41,1,17,1,19,1
11701,60,0,65,0,10,1,5,0
11702,64,1,20,1,9,1,42,1
11703,49,1,65,1,0,1,27,1
11704,40,1,59,1,47,1,0,1
11705,26,1,3,1,8,1,49,0
11706,17,1,65,1,66,0,24,0
11707,62,1,64,1,65,1,37,1
11708,58,1,17,0,14,0,53,0
11709,41,1,48,1,36,1,26,1
11710,60,1,24,0,23,0,65,0
11711,38,1,28,0,35,1,42,1
11712,45,1,65,1,36,1,30,1
11713,66,1,36,1,41,0,40,1
11714,65,1,38,1,26,1,59,1
11715,32,1,27,1,50,1,65,1
11716,74,0,17,1,7,1,3,1
11717,3,1,27,0,6,0,64,1
11718,41,0,53,0,48,0,64,0
11719,20,1,54,1,14,1,26,1
11720,75,1,27,1,17,1,41,1
11721,26,1,49,1,64,1,36,1
11722,26,1,39,1,52,1,24,1
11723,24,0,49,1,53,0,27,0
11724,31,1,17,1,26,1,64,1
11725,40,0,65,1,66,0,17,0
11726,47,0,69,1,0,0,28,0
11727,21,0,9,0,65,0,3,1
11728,40,1,27,1,65,1,70,1
11729,24,1,0,1,40,1,66,1
11730,48,1,27,1,24,1,27,1
11731,49,0,8,1,40,0,64,1
11732,48,1,17,1,40,1,64,1
11733,71,1,63,0,37,0,38,0
11734,65,1,23,1,61,0,60,1
11735,64,1,66,1,64,1,36,1
11736,1,1,19,1,17,0,48,1
11737,66,1,5,1,64,1,26,1
11738,44,1,14,1,50,1,25,1
11739,76,0,0,1,27,1,27,1
11740,10,1,44,1,14,1,64,1
11741,66,1,24,1,65,1,36,1
11742,76,0,41,0,38,1,27,1
11743,63,0,65,0,28,1,64,0
11744,54,0,27,1,49,0,17,0
11745,45,0,17,1,40,1,38,1
11746,8,1,0,1,8,1,68,1
11747,61,1,24,1,17,1,32,1
11748,27,1,21,1,17,1,27,1
11749,0,1,47,1,65,0,48,1
11750,24,0,44,0,37,0,54,1
11751,40,0,21,1,17,1,38,1
11752,63,1,61,0,55,1,64,1
11753,48,0,14,1,27,0,55,1
11754,27,1,48,1,0,1,51,1
11755,61,1,42,1,62,0,41,0
11756,27,0,48,0,39,0,36,1
11757,24,1,48,1,54,1,64,1
11758,27,1,48,1,14,1,29,1
11759,28,1,49,0,27,1,27,0
11760,17,0,17,0,65,0,59,0
11761,23,1,70,1,65,1,25,1
11762,66,1,26,1,19,1,65,1
11763,26,1,48,1,40,0,23,1
11764,40,1,48,1,42,1,41,1
11765,42,1,38,1,27,1,45,0
11766,27,1,44,1,28,1,27,1
11767,29,1,48,1,27,1,38,0
11768,42,0,59,1,28,1,64,1
11769,27,1,70,1,14,1,55,1
11770,66,0,38,0,17,1,55,1
11771,66,1,10,0,64,0,41,1
11772,40,0,59,1,27,1,41,1
11773,25,0,63,1,53,1,5,1
11774,64,0,7,1,26,0,74,0
11775,66,1,0,1,26,1,27,1
11776,17,1,48,1,25,1,23,1
11777,48,1,8,1,27,1,19,1
11778,40,1,17,1,63,1,2,1
11779,0,0,28,0,59,1,47,0
11780,54,1,38,0,17,0,72,1
11781,64,1,48,1,36,1,40,0
11782,17,1,8,1,65,0,58,1
11783,8,1,49,1,38,1,0,1
11784,0,1,64,1,26,0,48,0
11785,45,1,41,1,26,1,40,1
11786,24,1,49,1,27,1,4,1
11787,14,1,66,1,38,1,42,1
11788,53,0,44,0,65,1,9,1
11789,28,1,47,0,27,1,1,1
11790,76,0,19,1,41,0,40,0
11791,27,1,52,0,0,1,3,0
11792,66,1,27,1,25,1,65,1
11793,21,1,27,1,4,1,39,1
11794,21,1,64,1,39,0,27,1
11795,48,1,64,1,27,1,17,1
11796,49,0,26,1,10,0,65,1
11797,62,1,38,1,53,1,27,1
11798,26,0,17,1,41,1,66,0
11799,26,1,49,1,41,1,26,1
11800,65,1,76,0,65,1,28,1
11801,64,1,23,1,7,1,63,0
11802,49,0,36,0,27,0,38,1
11803,40,1,45,0,36,1,26,1
11804,28,1,49,1,64,1,54,1
11805,26,0,64,0,45,0,40,0
11806,20,1,64,1,8,1,37,1
11807,68,1,28,1,36,1,41,1
11808,41,0,39,1,12,1,74,0
11809,48,1,17,0,5,0,27,0
11810,17,0,62,1,39,0,42,1
11811,17,1,66,1,14,1,24,1
11812,52,0,17,1,8,0,28,1
11813,28,1,49,1,17,1,64,1
11814,59,0,27,1,17,0,27,1
11815,10,1,65,1,40,0,59,0
11816,67,1,55,1,8,1,38,1
11817,48,1,12,1,27,1,27,1
11818,26,0,0,1,66,0,14,0
11819,64,0,21,0,40,0,26,1
11820,0,1,65,1,21,1,3,1
11821,48,0,28,1,26,1,64,1
11822,13,1,48,0,27,0,37,0
11823,26,1,74,1,38,1,40,1
11824,64,1,66,1,27,1,41,1
11825,58,0,27,1,54,0,27,0
11826,17,1,48,1,23,0,40,0
11827,27,1,17,0,48,0,64,0
11828,27,0,8,1,39,0,48,0
11829,65,1,66,1,38,1,28,1
11830,60,1,12,1,0,1,28,1
11831,64,1,48,1,23,1,28,1
11832,0,1,66,1,50,1,27,1
11833,54,1,21,1,55,1,41,1
11834,49,1,9,1,38,1,27,1
11835,20,1,38,1,27,1,65,1
11836,40,0,48,0,64,1,42,1
11837,26,1,5,1,63,1,17,1
11838,38,1,59,1,38,1,54,1
11839,64,1,36,1,40,0,48,1
11840,24,1,59,1,28,1,0,1
11841,74,0,36,1,64,1,23,1
11842,17,1,40,1,41,1,66,1
11843,66,1,24,1,61,0,36,1
11844,62,1,64,0,53,0,38,1
11845,63,0,65,1,54,0,24,0
11846,38,1,66,1,36,1,42,1
11847,40,0,48,1,26,1,38,1
11848,35,1,27,1,65,1,38,0
11849,49,1,55,1,40,1,27,1
11850,49,1,13,1,64,0,24,0
11851,48,0,38,0,28,0,65,1
11852,27,0,41,0,63,0,56,1
11853,39,1,63,1,28,1,24,1
11854,64,1,31,1,38,1,0,1
11855,2,1,20,0,42,1,39,1
11856,0,1,27,0,49,0,76,0
11857,42,1,68,1,27,1,37,1
11858,17,0,25,0,49,1,42,1
11859,39,1,66,1,23,1,28,1
11860,64,1,64,1,66,1,28,0
11861,64,1,20,1,61,1,10,1
11862,19,1,40,1,48,1,7,1
11863,66,0,0,1,3,1,27,0
11864,53,1,20,0,65,1,25,1
11865,74,0,36,1,17,1,42,0
11866,74,0,64,1,23,0,55,1
11867,23,0,62,0,4,1,41,0
11868,64,1,41,1,49,1,26,1
11869,54,1,27,0,63,0,65,0
11870,27,1,72,1,28,1,29,1
11871,28,1,63,1,40,1,27,1
11872,48,1,27,1,53,1,38,1
11873,44,0,26,1,65,1,28,0
11874,64,1,59,0,64,1,27,1
11875,36,1,48,1,54,0,65,1
11876,48,0,24,1,4,1,8,1
11877,65,1,25,0,75,0,28,0
11878,39,0,44,0,4,1,27,1
11879,10,1,48,0,27,1,64,0
11880,65,0,64,1,66,1,5,1
11881,27,1,21,1,9,1,25,1
11882,15,1,65,1,10,1,25,1
11883,17,1,27,0,49,0,53,0
11884,46,1,0,0,40,1,49,1
11885,49,1,2,1,26,1,14,1
11886,42,1,20,1,53,1,27,1
11887,4,1,49,0,65,1,3,1
11888,38,1,26,1,62,1,17,1
11889,59,1,23,1,64,1,28,1
11890,65,0,8,0,49,0,76,0
11891,59,1,53,1,7,1,25,1
11892,0,1,27,1,66,0,17,0
11893,65,1,39,1,38,1,48,1
11894,26,0,0,1,64,1,20,0
11895,47,0,17,1,64,1,27,1
11896,44,0,25,1,27,0,55,0
11897,40,0,23,1,24,0,47,0
11898,10,1,66,0,0,1,27,0
11899,48,1,0,1,36,0,40,0
11900,38,1,64,1,66,1,41,0
11901,27,1,63,1,26,1,0,1
11902,66,1,27,0,64,1,12,0
11903,49,1,61,1,64,1,38,1
11904,49,1,17,1,38,1,27,1
11905,70,1,41,1,54,1,27,1
11906,40,1,20,1,26,1,5,1
11907,40,1,49,1,2,1,64,0
11908,38,1,66,1,19,1,64,0
11909,9,1,48,0,36,0,65,0
11910,36,1,21,1,38,1,4,1
11911,64,1,23,1,2,1,48,1
11912,65,1,66,1,24,1,38,1
11913,44,0,38,0,53,0,27,1
11914,61,1,72,1,24,1,41,1
11915,71,1,49,0,65,0,24,0
11916,64,1,28,0,75,0,24,1
11917,62,0,40,0,64,0,40,1
11918,27,1,48,1,41,1,26,1
11919,24,1,64,1,9,1,72,1
11920,25,1,45,1,26,1,23,1
11921,23,1,41,1,66,0,27,0
11922,10,0,74,1,41,1,5,1
11923,19,1,48,0,17,0,64,0
11924,66,1,40,0,8,1,40,1
11925,49,1,46,1,65,1,38,1
11926,65,1,21,0,1,1,4,1
11927,65,1,0,1,26,0,48,1
11928,46,1,32,1,26,1,65,1
11929,44,0,9,0,65,1,25,0
11930,54,1,66,1,41,0,14,1
11931,9,1,64,1,58,1,17,1
11932,23,0,20,0,3,1,12,0
11933,65,1,53,1,63,0,65,1
11934,28,0,59,1,0,0,27,0
11935,59,1,27,1,23,0,17,1
11936,65,1,66,1,65,1,23,1
11937,24,1,70,0,54,1,5,1
11938,63,1,41,1,65,1,54,1
11939,41,1,49,1,53,1,55,1
11940,59,1,38,1,36,1,27,1
11941,65,1,49,1,41,1,2,1
11942,76,0,27,0,27,1,0,1
11943,60,0,27,0,17,0,36,1
11944,42,0,58,1,39,1,42,1
11945,24,0,49,1,10,0,27,0
11946,0,1,65,1,36,1,48,1
11947,64,0,75,0,38,1,41,1
11948,48,1,28,1,64,1,38,1
11949,49,1,65,1,64,1,64,1
11950,42,0,63,1,27,1,38,1
11951,8,1,69,1,38,1,28,1
11952,62,1,64,0,40,1,17,1
11953,44,1,0,1,53,1,27,1
11954,0,1,17,1,59,0,28,0
11955,38,1,17,1,66,1,24,1
11956,65,1,66,1,38,1,64,1
11957,27,0,17,1,67,0,36,1
11958,54,1,38,1,41,1,47,1
11959,27,1,60,1,38,1,17,1
11960,48,1,40,1,36,1,27,1
11961,48,1,17,1,26,1,65,1
11962,48,1,40,1,39,1,64,1
11963,48,1,8,1,38,1,26,1
11964,29,0,60,0,42,0,17,1
11965,40,1,66,1,19,1,38,1
11966,17,1,54,1,0,1,44,0
11967,13,1,58,1,17,1,25,1
11968,65,1,76,0,24,1,65,0
11969,1,1,27,0,66,0,39,0
11970,66,1,36,1,64,1,17,1
11971,76,0,65,1,3,1,38,1
11972,39,1,27,1,10,1,48,1
11973,40,0,25,1,49,1,41,1
11974,14,1,38,1,17,1,66,0
11975,48,1,26,1,38,1,23,1
11976,39,0,54,1,28,1,20,1
11977,64,1,60,0,27,1,39,1
11978,26,1,74,1,27,1,0,1
11979,9,1,59,1,0,1,0,1
11980,67,0,40,1,9,0,65,1
11981,64,1,66,1,36,1,65,1
11982,72,1,27,1,9,1,41,1
11983,65,1,38,1,42,0,72,1
11984,38,1,49,1,8,1,42,0
11985,64,1,72,1,30,1,64,1
11986,65,1,48,0,40,1,54,0
11987,0,1,44,1,40,1,27,1
11988,27,1,42,1,49,1,55,1
11989,17,1,64,1,53,1,49,1
11990,40,1,28,1,13,0,62,1
11991,42,1,21,0,25,1,0,1
11992,49,1,9,1,27,1,39,1
11993,64,1,59,1,19,1,40,0
11994,21,1,40,1,27,1,29,1
11995,0,1,27,1,6,1,51,1
11996,49,1,24,1,65,1,34,1
11997,66,1,38,0,0,1,27,1
11998,74,0,17,1,38,1,75,0
11999,76,0,24,1,55,1,27,1
12000,2,1,17,1,38,0,44,1
12001,72,1,40,1,27,1,7,1
12002,49,0,5,1,39,0,23,1
12003,17,1,48,1,27,1,36,1
12004,44,1,38,1,47,1,3,1
12005,49,1,27,1,64,1,38,1
12006,49,1,38,1,41,1,26,1
12007,24,1,27,0,66,1,41,1
12008,66,1,38,1,24,1,27,1
12009,20,0,37,0,42,1,13,0
12010,40,1,44,0,40,1,28,1
12011,41,1,64,1,70,0,26,0
12012,38,1,66,1,23,1,24,1
12013,20,1,53,1,41,1,26,1
12014,44,1,76,0,38,1,7,1
12015,64,1,66,1,65,1,40,1
12016,31,0,4,1,41,0,42,0
12017,72,0,17,1,40,1,39,0
12018,76,0,27,0,41,1,27,0
12019,48,1,9,1,27,1,65,1
12020,23,1,65,0,28,0,48,0
12021,17,1,14,1,21,1,2,1
12022,42,0,76,0,64,1,64,1
12023,54,0,74,0,38,1,0,1
12024,45,1,27,1,4,1,65,1
12025,74,1,27,1,64,1,23,1
12026,0,1,10,1,49,1,40,1
12027,49,0,65,0,25,0,10,1
12028,66,1,41,0,27,1,55,1
12029,26,1,44,1,9,1,41,1
12030,27,1,21,0,24,1,9,1
12031,27,0,48,1,40,0,40,0
12032,8,1,24,0,48,0,36,0
12033,48,1,5,1,54,1,24,1
12034,38,1,65,1,26,1,68,1
12035,17,1,27,1,66,1,24,1
12036,46,1,38,1,44,1,40,0
12037,0,1,17,0,38,1,76,0
12038,24,1,49,1,36,1,22,1
12039,65,0,40,1,59,1,26,1
12040,3,0,0,1,20,0,38,1
12041,46,1,64,1,49,1,65,1
12042,0,1,66,0,37,0,64,1
12043,47,0,45,1,46,0,14,0
12044,66,0,38,0,65,0,55,1
12045,48,0,17,1,5,0,37,0
12046,17,1,49,1,27,1,40,1
12047,52,0,64,1,36,0,36,0
12048,61,0,48,0,27,1,0,1
12049,38,0,17,0,64,1,60,0
12050,17,0,76,0,23,0,0,1
12051,72,1,36,1,9,1,27,1
12052,64,1,59,1,41,1,9,1
12053,63,0,41,1,64,1,61,1
12054,49,1,9,1,37,1,39,1
12055,17,1,27,1,39,1,66,1
12056,74,0,17,0,28,1,17,1
12057,48,1,65,1,64,1,53,1
12058,59,1,64,1,28,1,54,1
12059,27,1,43,1,10,1,66,1
12060,24,0,41,1,10,1,66,0
12061,48,0,40,1,64,1,8,1
12062,42,1,21,0,47,0,40,1
12063,66,0,23,0,17,1,65,1
12064,1,1,0,1,66,1,27,1
12065,27,0,48,1,3,1,0,1
12066,74,0,76,0,19,0,64,0
12067,76,0,24,0,38,0,0,0
12068,27,1,76,0,38,1,38,1
12069,66,1,36,0,28,1,65,1
12070,27,1,74,0,38,1,40,1
12071,7,1,3,1,66,1,64,1
12072,48,1,64,1,26,1,40,1
12073,2,1,48,1,65,1,65,1
12074,62,1,17,1,41,1,26,1
12075,74,0,64,1,0,1,24,1
12076,64,0,64,0,13,1,44,1
12077,38,1,48,1,40,1,26,1
12078,49,1,25,1,40,1,23,1
12079,38,1,49,1,28,1,64,1
12080,23,1,28,0,48,0,38,1
12081,49,0,26,1,40,1,27,0
12082,66,1,27,1,41,0,64,1
12083,72,1,40,1,38,1,38,0
12084,63,0,25,0,40,0,8,1
12085,26,1,28,1,66,1,1,1
12086,21,0,17,1,64,1,26,1
12087,17,1,62,0,28,0,28,0
12088,66,1,36,1,19,1,17,1
12089,38,1,24,1,64,1,48,1
12090,2,1,41,0,64,0,20,0
12091,60,1,14,1,17,1,42,0
12092,0,0,27,0,60,1,40,0
12093,39,0,48,1,55,0,65,0
12094,64,0,36,0,27,1,21,0
12095,49,1,36,1,38,1,17,1
12096,25,1,60,1,19,1,61,1
12097,28,0,40,0,60,0,0,1
12098,66,1,64,1,65,1,40,0
12099,49,0,27,0,37,1,61,1
12100,38,0,59,0,39,0,55,1
12101,14,1,27,1,10,1,49,1
12102,27,1,66,1,36,1,17,1
12103,28,1,49,1,38,1,64,1
12104,0,1,27,1,44,1,53,1
12105,17,0,49,0,28,0,3,1
12106,36,1,70,1,27,1,17,1
12107,44,0,8,0,38,1,27,1
12108,9,1,67,0,64,1,8,0
12109,65,0,8,1,27,0,66,1
12110,27,1,48,1,28,1,24,1
12111,74,0,27,1,0,1,65,1
12112,61,0,64,0,40,1,72,0
12113,9,1,32,1,61,1,27,1
12114,17,1,1,1,66,1,28,1
12115,25,1,62,1,27,1,64,1
12116,64,1,59,1,0,1,65,1
12117,7,1,48,1,53,1,40,0
12118,27,0,62,1,8,1,39,0
12119,66,1,27,1,27,1,64,1
12120,38,1,21,0,8,1,51,1
12121,8,1,1,1,48,0,36,0
12122,55,0,60,0,65,0,40,1
12123,72,1,17,1,38,1,27,1
12124,48,1,41,1,75,1,27,1
12125,36,1,66,1,41,0,10,1
12126,38,1,64,1,53,1,49,1
12127,28,0,23,1,61,1,20,0
12128,64,1,25,1,64,1,48,1
12129,48,1,8,1,36,1,25,1
12130,66,1,27,1,40,1,38,1
12131,44,1,29,1,24,0,76,0
12132,42,1,17,1,36,1,44,1
12133,28,1,6,1,26,1,64,0
12134,66,1,24,1,40,1,0,1
12135,66,0,38,0,27,1,3,1
12136,64,1,48,0,5,0,26,1
12137,40,1,67,1,41,1,0,1
12138,60,0,27,1,40,1,24,1
12139,49,1,64,1,36,1,28,1
12140,59,1,64,1,26,1,65,1
12141,0,1,27,1,0,1,49,1
12142,48,1,17,1,7,1,61,1
12143,17,1,9,1,48,1,65,1
12144,64,0,49,0,41,0,53,1
12145,54,1,48,1,36,1,8,1
12146,49,1,27,1,65,1,39,1
12147,38,0,8,0,48,0,64,0
12148,17,1,42,1,49,1,39,1
12149,40,1,66,1,41,1,42,0
12150,72,0,17,1,41,0,38,1
12151,21,1,64,1,0,1,3,1
12152,68,1,27,1,25,1,24,1
12153,65,1,26,1,38,1,6,1
12154,61,1,48,0,36,0,43,0
12155,27,1,72,1,11,1,28,1
12156,48,0,27,1,65,1,17,0
12157,3,1,44,0,27,1,27,0
12158,0,1,65,1,36,1,76,0
12159,17,1,39,1,12,1,44,1
12160,42,1,47,1,54,1,5,1
12161,48,1,38,0,0,1,9,1
12162,27,1,27,1,9,1,21,1
12163,66,1,1,0,64,0,8,0
12164,38,1,48,1,0,1,26,1
12165,28,1,20,1,17,1,24,1
12166,60,0,25,0,0,1,23,0
12167,66,1,65,1,38,1,27,0
12168,45,0,8,1,26,0,61,0
12169,31,1,17,1,25,0,71,0
12170,40,1,60,1,36,1,8,1
12171,76,0,27,0,27,1,0,1
12172,54,1,8,1,20,1,65,0
12173,48,1,0,1,64,1,27,1
12174,41,1,62,1,26,1,9,1
12175,38,1,36,1,75,1,49,1
12176,72,1,36,1,19,1,54,1
12177,36,1,60,1,64,1,28,1
12178,20,0,23,0,26,1,38,0
12179,49,1,64,1,27,1,61,0
12180,64,1,48,1,3,1,64,1
12181,64,0,27,0,70,1,5,0
12182,27,0,0,1,45,1,25,0
12183,5,1,49,1,2,1,64,1
12184,9,0,66,0,64,0,27,1
12185,5,1,9,1,25,1,49,1
12186,64,1,52,1,55,1,26,1
12187,44,1,36,0,54,1,42,0
12188,25,1,17,1,49,1,65,0
12189,9,0,65,1,45,0,37,0
12190,65,1,59,0,64,1,26,0
12191,36,1,76,0,65,1,65,0
12192,21,0,2,1,27,1,64,1
12193,48,1,23,1,65,1,24,1
12194,0,1,53,1,65,1,49,1
12195,58,0,17,1,4,1,38,1
12196,42,1,39,1,23,1,59,1
12197,66,1,36,1,39,1,40,1
12198,23,0,9,1,60,0,23,0
12199,3,0,63,0,39,0,64,1
12200,66,1,37,1,36,1,64,1
12201,66,0,46,1,5,0,39,0
12202,48,1,41,1,24,1,54,1
12203,60,1,8,0,38,1,53,1
12204,20,1,4,1,17,1,65,0
12205,21,0,9,1,27,1,24,1
12206,0,1,20,0,27,1,3,1
12207,66,0,71,1,64,1,27,0
12208,44,0,28,0,65,1,61,0
12209,40,1,40,0,64,0,49,1
12210,17,1,67,0,17,1,24,0
12211,62,0,64,0,27,0,28,0
12212,9,1,32,0,40,1,24,1
12213,74,0,38,0,22,1,42,1
12214,66,1,40,1,7,1,13,1
12215,44,0,13,0,39,1,28,0
12216,65,0,40,1,9,1,49,1
12217,65,0,27,1,48,1,8,1
12218,66,1,10,1,7,1,41,1
12219,48,1,40,1,27,1,24,1
12220,22,1,41,0,36,0,74,0
12221,23,1,66,1,40,1,8,1
12222,3,1,20,0,17,1,38,1
12223,49,1,17,1,17,1,4,1
12224,23,1,66,0,14,0,28,0
12225,58,1,40,1,26,0,65,0
12226,66,1,40,1,42,0,0,1
12227,63,0,61,1,28,1,41,1
12228,49,1,41,1,53,1,38,1
12229,44,0,9,1,36,1,38,1
12230,59,1,36,1,40,1,0,1
12231,9,0,28,1,44,0,64,1
12232,42,1,66,1,8,0,39,0
12233,48,1,28,1,0,1,54,1
12234,62,1,26,1,36,1,0,1
12235,24,1,64,1,17,1,48,0
12236,75,1,61,1,64,1,36,1
12237,23,1,59,1,27,1,40,1
12238,76,0,65,1,27,1,23,1
12239,48,1,24,1,0,1,46,1
12240,40,1,40,1,63,0,24,1
12241,65,0,48,0,9,1,28,0
12242,48,1,0,1,65,1,34,1
12243,37,1,36,0,20,1,9,1
12244,45,0,36,1,17,1,61,1
12245,18,1,23,0,42,0,76,0
12246,40,0,62,1,29,1,64,1
12247,72,1,65,1,28,1,55,1
12248,44,0,9,1,0,1,65,1
12249,38,0,49,1,36,0,55,0
12250,48,1,7,0,38,0,37,0
12251,48,0,9,1,38,1,65,0
12252,65,0,66,1,65,1,27,1
12253,41,1,44,0,46,1,64,0
12254,21,1,64,1,26,1,53,1
12255,40,1,70,1,23,1,36,1
12256,26,0,45,0,26,1,65,0
12257,65,0,66,1,27,1,53,0
12258,66,0,38,1,64,0,27,0
12259,66,1,65,1,36,1,64,1
12260,49,1,8,1,64,1,9,1
12261,46,1,39,0,69,0,17,1
12262,48,1,28,1,65,1,55,1
12263,21,0,40,1,75,1,38,1
12264,17,1,66,1,17,1,8,1
12265,49,1,25,0,28,0,64,0
12266,14,1,76,0,27,1,66,0
12267,67,0,64,0,17,0,36,1
12268,40,1,64,0,28,0,69,0
12269,65,1,64,0,27,1,76,0
12270,60,0,38,0,64,0,64,0
12271,76,0,41,1,44,1,41,0
12272,65,1,59,0,26,0,36,0
12273,64,1,44,0,27,1,53,1
12274,49,1,25,1,27,1,19,1
12275,20,0,27,1,17,1,55,0
12276,40,1,74,0,17,1,27,1
12277,64,1,17,1,74,0,8,1
12278,47,0,66,0,40,1,27,0
12279,40,0,63,1,28,1,55,1
12280,39,1,65,0,28,1,59,1
12281,64,1,49,1,25,1,64,0
12282,36,1,36,1,59,1,7,0
12283,49,1,17,1,39,1,26,1
12284,74,1,17,1,0,1,36,1
12285,7,1,59,1,26,1,26,1
12286,5,0,48,0,8,1,64,0
12287,25,1,32,1,27,1,0,1
12288,41,1,74,1,27,1,61,1
12289,74,0,38,1,27,1,54,1
12290,23,0,38,0,76,0,0,1
12291,27,1,27,1,24,1,66,1
12292,48,0,41,0,23,0,3,1
12293,35,1,36,1,27,1,26,1
12294,17,1,66,1,27,1,28,1
12295,48,0,36,1,65,1,3,1
12296,60,1,65,1,40,1,29,1
12297,76,0,1,1,41,1,17,1
12298,52,0,36,0,9,1,36,0
12299,37,1,48,0,0,1,64,1
12300,17,1,8,1,40,1,48,1
12301,20,1,40,1,40,0,38,1
12302,27,1,63,0,26,1,36,1
12303,24,1,8,1,66,1,37,1
12304,49,1,54,1,64,1,24,1
12305,23,0,65,1,66,0,40,0
12306,20,1,36,1,27,1,23,0
12307,42,1,52,1,25,1,26,1
12308,64,1,69,1,40,1,26,1
12309,49,1,37,0,17,1,64,1
